,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob,topic_8_prob,topic_9_prob,topic_10_prob,topic_11_prob,topic_12_prob,topic_13_prob,topic_14_prob,topic_15_prob,topic_16_prob,topic_17_prob,topic_18_prob,topic_19_prob,topic_20_prob,topic_21_prob,topic_22_prob,topic_23_prob,topic_24_prob,topic_25_prob,topic_26_prob,topic_27_prob,topic_28_prob,topic_29_prob,topic_30_prob,topic_31_prob
0,0.0418864396062294,0.013065933518515697,0.025869743338261177,0.09265909578253036,0.01629634715411316,0.014033120253398283,0.0315057878882616,0.019466440095972763,0.012304527260189794,0.02564433204877525,0.013631992208287372,0.011443339945342457,0.04404100551721376,0.047895235991602905,0.012568701083564613,0.012940995796542268,0.01176566444229425,0.026585126322043833,0.030266640698634932,0.015427625202969052,0.015285360003006863,0.016895232565939177,0.014436226997060063,0.013363522061200938,0.02972413241959727,0.023324461375447574,0.01377780390109013,0.05681036338097608,0.013931822798469027,0.04489159254079533,0.010603448105674144,0.01275783731350128
1,3.184975648795357e-308,2.6075306969672834e-308,2.831648276535126e-308,2.8130454262363457e-308,2.34968721043292e-308,2.185104534720265e-308,4.418842995013862e-308,3.563346050378364e-308,1.0824129708337966e-307,2.54022498007685e-308,5.307306688088874e-308,1.0,2.715839635841456e-308,3.300064296634738e-308,9.176830788531733e-308,6.074923195119758e-308,6.687369206486351e-308,3.065046493091682e-308,3.059940649037703e-308,5.613237147363283e-308,2.9423673238326353e-308,2.964005691462643e-308,2.8381997666766426e-308,4.908466730744347e-308,4.72268041130387e-308,2.6450494872724055e-308,2.478592679975869e-308,3.3038665105813933e-308,2.198594594298139e-308,3.5383259014149896e-308,2.7010701408483463e-307,6.188838260253901e-308
2,0.013188798665050171,0.0181441779339816,0.15292486870645539,0.01481544194169817,0.02937566724901454,0.020526229334257688,0.01566272051818161,0.025445569833223845,0.010202591432825002,0.009093738308274852,0.013943709253275772,0.009006640766230829,0.033014473898079384,0.015876800151554685,0.011257957695669542,0.012973104774109947,0.010193791198782828,0.07228069409470722,0.017685919106591553,0.013170488995897012,0.03263307463880549,0.019916199055396978,0.023774972157505854,0.014380493407966169,0.01885117457107205,0.04564409356217047,0.025926739863217266,0.01771690830241333,0.0174388247744305,0.015779408034202594,0.008328894552717896,0.011137408289367602
3,0.015472200088716819,0.023971940710487468,0.036922126180959074,0.0152274640445823,0.07613589563976225,0.06480769728799135,0.014311083167334869,0.020039245142621596,0.011397883335654226,0.010646595404480054,0.015035375697547107,0.009646732730990017,0.023789656662073066,0.015544509495296802,0.012053489145809448,0.013452707260895187,0.01190997789812067,0.029373871539168133,0.02187203401487939,0.015305033230674335,0.025852391659769887,0.021659583160617814,0.03233601529025337,0.015544367305878434,0.01693132614479408,0.03170081822073964,0.032813786247961864,0.019963946387897703,0.07157673417137941,0.014840869627514592,0.009008869414381337,0.012961695827094919
4,0.01549286482995408,0.022409374482816154,0.15752499301897496,0.018834135921915327,0.05239304677935524,0.030575448620142755,0.01850100999782706,0.023988761595550915,0.012310504346698274,0.011321972109716085,0.01613401660414348,0.011141286478250304,0.04047097252375386,0.019639095739616776,0.013660970564928524,0.015736571610032314,0.012292398728631925,0.06879376995044849,0.019888521795849157,0.01520286290190173,0.03837391446722233,0.023625623179821385,0.03080530548134275,0.017084236979639518,0.021367864708547398,0.07375847658149266,0.034918963806726405,0.020038283500984255,0.025428627859027695,0.01886556120732974,0.010456252175403823,0.013256381160351483
5,0.012553262752423099,0.021801393651988084,0.038008964895739926,0.012454528022238513,0.0898028830799059,0.0731513139588308,0.01208413779223983,0.017592188602243153,0.010307880965425347,0.008777301903608089,0.014088367342852778,0.008682886754431782,0.019463190169453578,0.012951320274955186,0.010980888454975064,0.012350207488349398,0.010856904696575576,0.025113678439584584,0.01699222915663768,0.013615769396992435,0.024013719663222348,0.018322714381911562,0.031156796336804446,0.014362402492744005,0.01423656248644258,0.025851966172148865,0.032681783260458924,0.015718256653285165,0.05969858199123175,0.012196787750675548,0.00811406009038066,0.011784841164544554
6,0.009887585264361932,0.02298934910950353,0.03554772716185998,0.009914502699408603,0.033781201201054184,0.030874639508015875,0.010455553159298414,0.01826518903113174,0.00910638658375715,0.0069180789865258534,0.012406874265750266,0.007718946568339794,0.016142228966300274,0.010785588179600472,0.010176853021948361,0.01205581610450581,0.009549941726092512,0.023674914177072726,0.01357935025822873,0.012066770323685467,0.03425879596447451,0.02010185744727512,0.048692571992897934,0.014278602436193702,0.01257711189665952,0.022966504697041843,0.04487565254565139,0.012639010715959704,0.025237270339029463,0.010416679060877728,0.007181481438028628,0.010409253966557607
7,0.0421363632669592,0.0038208519515605787,0.006205136452705552,0.014774691401338295,0.004408242267984224,0.004025685663065391,0.008011923902074728,0.005385630613651182,0.0038340411682137344,0.014959281914826848,0.0040325709106843214,0.0035406384975721376,0.008430139461540365,0.011390984369363375,0.0038072673911360693,0.0038372736569781823,0.0036697667620727795,0.006287976929520347,0.009073425541567422,0.004722015521881906,0.004204054799012766,0.0048238004907736245,0.004008747764785511,0.003951500958848879,0.00754724066142322,0.005667051324908317,0.0038259464226457246,0.015821639360263824,0.004075599188380091,0.010138164565243267,0.0032833276644190813,0.003962041912869639
8,0.014825204462370643,0.014247138987698978,0.02258193517719185,0.012940540617415092,0.015475786405308044,0.013404151020524882,0.018954641092225107,0.037430321310847954,0.01633060410694001,0.009101456581310598,0.02990704913804329,0.0127367633626817,0.017539509489790453,0.015056877548990719,0.01756394854240327,0.01959448745721465,0.015996801026044772,0.02565507639373676,0.018704430585868174,0.023734427965504085,0.020183066445739094,0.017349087299906647,0.01896541050437652,0.022365583638997037,0.024281338020532343,0.017386962766920613,0.015891692674227586,0.018444768496915454,0.01293291327748933,0.015753452144826038,0.011207996015159448,0.018412854384082376
9,0.02919175278985705,0.011230350080685372,0.020004586700072442,0.057381379011750624,0.013116144362087929,0.011410593781190186,0.030671166288996576,0.016910488281865192,0.009992279428902184,0.018018138743880585,0.010898164219428226,0.009225731137976336,0.03507605994523697,0.08294768705897741,0.010689798581007381,0.011310106544966076,0.009657798691663997,0.024368878126044054,0.02890299061432688,0.013046721809221899,0.0134792552570338,0.015767584744097802,0.012401341349353327,0.011716497082642352,0.0308504986413282,0.02019664541187921,0.011294410879202858,0.060907680797240016,0.011401407741198228,0.042817329594729066,0.008491401736587792,0.010602748318282788
